N°_PERRO;MES_FOTO;ANHO_FOTO;ZONA;DISTRITO;CODIGO_PERRO;VINCULO;LATITUD ;LONGITUD;BUSCADOR;DUPLICADO_BUSCADOR;DUPLICADO_ZONA;DUPLICADO_ENTRE_ZONAS;FUERA_FECHA;DENTRO_CASA;FUERA_ZONA;BUSQUEDA
16;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/tVLYSh15EraQa5B49;-16.379341°;-71.518910°;14;;;;;;;A
17;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/Fz6rsiCJMY5bfEAt7;-16.379328°;-71.518923°;14;;;;;;;A
18;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/R8Pk81uUtDJ2XbHn7;-16.374848°;-71.512387°;14;;;;;;;A
19;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/QrebinUFbrcWjXfS7;-16.374842°;-71.512400°;14;;;;;;;A
20;AGOSTO;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/ctMwSyuyZa5qDkWe6;-16.373496°;-71.514256°;14;;;;;;;A
21;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/XrtZxfvUYMK9ChJt8;-16.375301°;-71.514441°;14;;;;;;;A
22;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/zTZ4LrKy6Jra5sjn8;-16.375299°;-71.514464°;14;;;;;;;A
23;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/MWKE4XQDHeQxu9Nx8;-16.374981°;-71.514759°;14;;;;;;;A
24;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/9sZT3ExuDgSN3vCbA;-16.375057°;-71.514717°;14;;;;;;;A
25;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/jc7wESPnfYyQQGZz6;-16.375019°;-71.514775°;14;;;;;;;A
26;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/1p5ZmRs6Yeyp5DKF8;-16.375534°;-71.515077°;14;;;;;;;A
27;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/Zvi7C9m4N5kKnjwXA;-16.375922°;-71.514741°;14;;;;;;;A
28;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/ZER4xQdbn3J2s9f6A;-16.376372°;-71.515137°;14;;;;;;;A
29;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/az5BrvnV42Pb996K8;-16.375589°;-71.515598°;14;;;;;;;A
30;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/iReUeiEhikrkWK1F8;-16.375591°;-71.515586°;14;;;;;;;A
31;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/Rz6vqVST4j6aEuQf7;-16.375592°;-71.515570°;14;;;;;;;A
32;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/76ipdvB8ck7tWEsm9;-16.375502°;-71.515465°;14;;;;;;;A
33;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/eKpdQ8gP9XMPiNph7;-16.375558°;-71.515748°;14;;;;;;;A
34;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/AXccEqda46DQzYnP6;-16.375482°;-71.515790°;14;;;;;;;A
35;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/2bVd9ftbR5rH1gwh8;-16.375480°;-71.515809°;14;;;;;;;A
36;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/39kuwuBasScetSYe9;-16.374836°;-71.516326°;14;;;;;;;A
37;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/Tg5Ap9pCQKhKN6LL7;-16.374814°;-71.516346°;14;;;;;;;A
38;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/5LqjHNF8yzwFDFuMA;-16.375959°;-71.517230°;14;;;;;;;A
39;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/y9Et3ALahL46F9k5A;-16.376392°;-71.517006°;14;;;;;;;A
40;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/MUviiuLngsykGKiv8;-16.376344°;-71.516928°;14;;;;;;;A
41;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/jGhZJvYMnZgyrRHY9;-16.376342°;-71.516914°;14;;;;;;;A
42;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/QA9YSGCzmehbwSpTA;-16.376627°;-71.515636°;14;;;;;;;A
43;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/vSnZ3HNRnrqLrTTg7;-16.376758°;-71.515605°;14;;;;;;;A
44;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/aBRBT5g5hUh1WJEw5;;;14;1;0;0;0;;0;A
45;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/HbNdeTrhVxGVnqtU6;;;14;1;0;0;0;;0;A
46;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/buihYiZDYXhjGCX76;;;14;1;0;0;0;;0;A
47;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/Y5DRxpmxTGC46NRu5;-16.380540°;-71.520697°;14;;;;;;;A
1;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/LXayxgriH5NmfXZm6;-16.375659°;-71.522475°;16;;;;;;;A
2;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/QovNejrccjJNk32Z7;-16.375227°;-71.521528°;16;;;;;;;A
3;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/ECvLwMU5zXvZB35r8;-16.376633°;-71.522425°;16;;;;;;;A
4;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/6CPV7xyv4BXArwKJ9;-16.376528°;-71.522328°;16;;;;;;;A
5;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/Hvj7NrMuvdW9Pk6aA;-16.376502°;-71.522293°;16;;;;;;;A
6;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/v3nURVebs4SNHVaj9;-16.376305°;-71.522083°;16;;;;;;;A
7;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/fNVys3UcpSpUU5W47;-16.375956°;-71.521673°;16;;;;;;;A
8;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/m6pi3pVSDKC2AUkG7;-16.375914°;-71.521665°;16;;;;;;;A
9;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/GsyKxJqW2WZmakyd9;-16.375903°;-71.521570°;16;;;;;;;A
10;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/gXGxuhVc14zqVZj36;-16.375717°;-71.521384°;16;;;;;;;A
11;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/cd6m2UY8qwCRF4i78;-16.375683°;-71.521290°;16;;;;;;;A
12;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/Y16p7NGzTojdgGZU9;-16.375659°;-71.521261°;16;;;;;;;A
13;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/sT2Dep8nxfnR9ejA7;-16.375412°;-71.520930°;16;;;;;;;A
14;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/dCNMpyycwWoeQx9e9;-16.376992°;-71.522284°;16;;;;;;;A
15;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/LA54rGop9vqPPora8;;;16;1;0;0;0;0;0;A
16;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/sVZ2gBYVyoc4GP869;-16.376687°;-71.521379°;16;;;;;;;A
17;SEPTIEMBRE;2013;VILLA EL SOL P. POLANCO;ALTO SELVA ALEGRE;;https://goo.gl/maps/RhEoMHLFZLDAFzBy6;-16.375852°;-71.522213°;16;;;;;;;A
1;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.1;https://goo.gl/maps/6L1T8hn6LRrkqyWw5;-16.372310°;-71.527240°;3;0;1;1;0;0;0;A
2;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.2;https://goo.gl/maps/t289FryhjVYMpBSp7;-16.372438°;-71.527322°;3;0;1;1;0;0;0;A
3;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.3;https://goo.gl/maps/G6FyFXbPGUJaUWcb6;-16.371801°;-71.526870°;3;0;1;1;0;0;0;A
4;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.4;https://goo.gl/maps/FAooUXok2GGmzBQe6;-16.371308°;-71.526468°;3;0;1;1;0;0;0;A
5;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.5;https://goo.gl/maps/p2EDYYh4wKEuVECQ8;-16.371021°;-71.525430°;3;0;1;0;0;0;0;A
6;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.6;https://goo.gl/maps/8QG63uVWQDUhychK9;-16.371977°;-71.526376°;3;0;1;0;0;0;0;A
7;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.7;https://goo.gl/maps/eSQ5G5QE8ocznM3Y6;-16.371769°;-71.526216°;3;0;1;0;0;0;0;A
8;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.8;https://goo.gl/maps/G6AdnYhd9HzPw2QL8;-16.371764°;-71.526215°;3;0;1;0;0;0;0;A
9;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.9;https://goo.gl/maps/Um6FzpyD3QhAjqai7;-16.371760°;-71.526210°;3;0;1;0;0;0;0;A
10;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.10;https://goo.gl/maps/UQLBzEPCNHPsHp9J6;-16.371756°;-71.526209°;3;0;1;0;0;0;0;A
11;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.11;https://goo.gl/maps/TdQuTA3kf59y5iaB6;-16.371751°;-71.526209°;3;0;1;0;0;0;0;A
12;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.12;https://goo.gl/maps/97WQ45CJSevUnRHT6;-16.371608°;-71.526077°;3;0;1;0;0;0;0;A
13;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.13;https://goo.gl/maps/prv3mTJA5hDY1q4MA;-16.371651°;-71.525992°;3;0;1;0;0;0;0;A
14;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.14;https://goo.gl/maps/q87NigXJAeAfonzn9;-16.371843°;-71.525711°;3;0;1;0;0;0;0;A
15;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.15;https://goo.gl/maps/ZrRGsBMtSG6anWok6;-16.371894°;-71.525607°;3;0;1;0;0;0;0;A
16;JULIO;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.16;https://goo.gl/maps/5vtSy5HVxXyFrz2PA;-16.371689°;-71.525352°;3;0;1;0;0;0;0;A
17;FEBRERO;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.17;https://goo.gl/maps/MjeN6JZZnQ9hmKdt9;-16.371351°;-71.524309°;3;0;1;0;0;0;0;A
18;FEBRERO;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.18;https://goo.gl/maps/duh8vb8sNmzBbqtn7;-16.371575°;-71.524542°;3;0;1;0;0;0;0;A
19;JULIO;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.19;https://goo.gl/maps/zyiPLwspA7aGdGjL7;-16.372065°;-71.525190°;3;0;1;0;0;0;0;A
20;SEPTIEMBRE;2013;AA. HH. PRIMERO DE ENERO;ALTO SELVA ALEGRE;1.77.20;https://goo.gl/maps/u62Wx43N8Q7ouS6D9;-16.372418°;-71.526258°;3;0;1;0;0;0;0;A
1;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.1;https://goo.gl/maps/YFiVBMt1mBLeiq3u9;-16.380433°;-71.520111°;19;0;1;0;0;0;0;A
2;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.2;https://goo.gl/maps/sNuran3FKqd5gsSM9;-16.380375°;-71.520187°;19;0;1;0;0;0;0;A
3;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.3;https://goo.gl/maps/PTG69RaPALZFQzLU7;-16.380509°;-71.520317°;19;0;1;0;0;0;0;A
4;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.4;https://goo.gl/maps/SLXPAWuV9xUfWNWx5;-16.381442°;-71.521336°;19;0;1;0;0;0;0;A
5;JUILO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.5;https://goo.gl/maps/C4a9yP3WmF54FQwi7;-16.380934°;-71.519777°;19;0;1;0;0;0;0;A
6;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.6;https://goo.gl/maps/p4qztEVRBxsXf25K6;-16.381145°;-71.520140°;19;0;1;0;0;0;0;A
7;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.7;https://goo.gl/maps/WmoGKqfyb9wYVeR16;-16.382590°;-71.522070°;19;0;1;1;0;0;0;A
8;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.8;https://goo.gl/maps/HSMrStJMPttbNPXN8;-16.385057°;-71.521887°;19;0;1;0;0;0;0;A
9;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.9;https://goo.gl/maps/PN5dZYsdmZ18Zgby7;-16.385818°;-71.522879°;19;0;0;0;0;0;0;A
10;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.10;https://goo.gl/maps/8nvG2hgyQn2h2uPz8;-16.387101°;-71.524522°;19;0;1;0;0;0;0;A
11;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.11;https://goo.gl/maps/hEUFthgWmiEhNBja6;-16.387108°;-71.524563°;19;0;1;0;0;0;0;A
12;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.12;https://goo.gl/maps/pj28de7AywQjgU858;-16.387422°;-71.524954°;19;0;1;0;0;0;0;A
13;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.13;https://goo.gl/maps/C56xknaAkRgBvD9m6;-16.389198°;-71.527654°;19;0;1;0;0;0;0;A
14;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.14;https://goo.gl/maps/y92jqTifWPNiDXhRA;-16.390204°;-71.528456°;19;0;0;0;0;0;0;A
15;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.15;https://goo.gl/maps/ZHLmkDMn5YZ1V7G96;-16.390218°;-71.527728°;19;0;1;0;0;0;0;A
16;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;;https://goo.gl/maps/utsWv1Q2Ye2Ev3Ek9;;;19;1;0;0;0;0;0;A
17;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.16;https://goo.gl/maps/4UQFjZ1MP8QBJon1A;-16.386716°;-71.522881°;19;0;1;0;0;0;0;A
18;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.17;https://goo.gl/maps/GLhYL8GVANE9qc689;-16.385440°;-71.521190°;19;0;1;0;0;0;0;A
19;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.18;https://goo.gl/maps/5VXrCr3rXsgbWRcJA;-16.383075°;-71.517803°;19;0;1;0;0;0;0;A
20;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.19;https://goo.gl/maps/6bKCDQWq9HF9sUVC8;-16.383601°;-71.517451°;19;0;1;1;0;0;0;A
21;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.20;https://goo.gl/maps/y2yHJN2eFC7H1a6d9;-16.383987°;-71.517938°;19;0;1;0;0;0;0;A
22;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.21;https://goo.gl/maps/WJivot6DUyYEsriU9;-16.384863°;-71.519164°;19;0;0;0;0;0;0;A
23;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.22;https://goo.gl/maps/PSgNddd2uJzpWphU6;-16.387693°;-71.521745°;19;0;1;0;0;0;0;A
24;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.23;https://goo.gl/maps/AcUgP3KoHsQ6k4rD9;-16.387709°;-71.521743°;19;0;1;0;0;0;0;A
25;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.24;https://goo.gl/maps/VCxfRCo3Wo5CViAj7;-16.387728°;-71.521736°;19;0;1;0;0;0;0;A
26;MARZO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.25;https://goo.gl/maps/pL3U8ggiKtw7HK5S9;-16.384799°;-71.517878°;19;0;1;0;0;0;0;A
27;MARZO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.26;https://goo.gl/maps/T5ZemUbUoSa5QA1Q9;-16.385122°;-71.518325°;19;0;1;0;0;0;0;A
28;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.27;https://goo.gl/maps/Nvk6NsDT91wFyo3t5;-16.387281°;-71.522025°;19;0;1;0;0;0;0;A
29;AGOSTO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.28;https://goo.gl/maps/6t21kEyRevhRu4Kv9;-16.388384°;-71.523256°;19;0;0;0;0;0;0;A
30;AGOSTO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.29;https://goo.gl/maps/F6L5SNpTA5uoJvVLA;-16.389560°;-71.524642°;19;0;1;0;0;0;0;A
31;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.30;https://goo.gl/maps/9enMvH5iwVrNytJJ9;-16.389592°;-71.524835°;19;0;1;0;0;0;0;A
32;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.31;https://goo.gl/maps/KGHrYEq1ZhYe6sAP8;-16.389640°;-71.525418°;19;0;1;0;0;0;0;A
33;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.32;https://goo.gl/maps/KiCENCqHeQdHwKdz5;-16.386208°;-71.524235°;19;0;1;0;0;0;0;A
34;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.33;https://goo.gl/maps/Lahv9XvdwLyq2udv7;-16.386203°;-71.524234°;19;0;1;0;0;0;0;A
35;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.34;https://goo.gl/maps/ZhcHQWZae5TKn55MA;-16.386206°;-71.524231°;19;0;1;0;0;0;0;A
36;AGOSTO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.35;https://goo.gl/maps/e2jsqTZVwuUePctLA;-16.382248°;-71.518302°;19;0;1;1;0;0;0;A
37;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;;https://goo.gl/maps/DZqKb6iYrNAtXKZT8;;;19;1;0;0;0;0;0;A
38;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.36;https://goo.gl/maps/US2NLgLy6M9EJDZQ6;-16.382920°;-71.517850°;19;0;1;1;0;0;0;A
39;JULIO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.37;https://goo.gl/maps/qwuzg2bw1D6ifsiD6;-16.383422°;-71.517545°;19;0;1;1;0;0;0;A
40;SEPTIEMBRE;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.38;https://goo.gl/maps/UmsJwXnvFpY9bRdk7;-16.382322°;-71.521319°;19;0;1;0;0;0;0;A
41;AGOSTO;2013;ALTO SELVA ALEGRE ZONA A;ALTO SELVA ALEGRE;1.1.39;https://goo.gl/maps/2wjWPKUw8ndhu3Wm7;-16.387215°;-71.522914°;19;0;0;0;0;0;0;A
1;SEPTIEMBRE;2013;COMPLEJO ARTESANAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/jVbr8agW1JpZtDzF9;-16.370268°;-71.514934°;3;0;1;0;0;0;0;A
2;SEPTIEMBRE;2013;COMPLEJO ARTESANAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/4KVGuC1WdRbnXDac9;-16.371360°;-71.516815°;3;0;1;0;0;0;0;A
3;SEPTIEMBRE;2013;COMPLEJO ARTESANAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/TGCtjH67SNbQ3LQA7;-16.371343°;-71.516646°;3;0;1;0;0;0;0;A
4;SEPTIEMBRE;2013;COMPLEJO ARTESANAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/sqiV5LALr71yA8ik6;-16.371372°;-71.516646°;3;0;1;0;0;0;0;A
5;SEPTIEMBRE;2013;COMPLEJO ARTESANAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/VCCPrtaLCuasDxP29;-16.371424°;-71.516643°;3;0;1;0;0;0;0;A
1;SEPTIEMBRE;2013;AVIS NESTOR CACERES VELASQUEZ II;ALTO SELVA ALEGRE;;https://goo.gl/maps/h7xJ66Zv2wzWYFGC9;;;3;;;;;;;A
2;SEPTIEMBRE;2013;AVIS NESTOR CACERES VELASQUEZ II;ALTO SELVA ALEGRE;;https://goo.gl/maps/Bc9HALDLmUqAqeJk6;;;3;;;;;;;A
1;SEPTIEMBRE;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.77.1;https://goo.gl/maps/6L1T8hn6LRrkqyWw5;-16.372310°;-71.527240°;7;0;1;1;0;0;0;A
2;SEPTIEMBRE;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.77.2;https://goo.gl/maps/t289FryhjVYMpBSp7;-16.372438°;-71.527322°;7;0;0;0;0;0;0;A
3;SEPTIEMBRE;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.77.3;https://goo.gl/maps/G6FyFXbPGUJaUWcb6;-16.371801°;-71.526870°;7;0;1;0;0;0;0;A
4;SEPTIEMBRE;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.77.4;https://goo.gl/maps/FAooUXok2GGmzBQe6;-16.371308°;-71.526468°;7;0;1;0;0;0;0;A
5;AGOSTO;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.78.1;https://goo.gl/maps/cbHaT5cduHL1waoA8;-16.369713°;-71.524462°;7;0;1;0;0;0;0;A
6;SEPTIEMBRE;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.78.2;https://goo.gl/maps/u9b9ZUQSaQXneoWs7;-16.368170°;-71.523051°;7;0;1;0;0;0;0;A
7;JULIO;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.78.3;https://goo.gl/maps/qnahUJ5E7szUoMEq6;-16.369605°;-71.525193°;7;0;1;0;0;0;0;A
8;JULIO;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.78.4;https://goo.gl/maps/vdvrxyxvP67kzgnj9;-16.369304°;-71.524852°;7;0;1;0;0;0;0;A
9;JULIO;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.78.5;https://goo.gl/maps/jwcKmL97uon6HMjj9;-16.369197°;-71.524748°;7;0;1;0;0;0;0;A
10;SEPTIEMBRE;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.78.6;https://goo.gl/maps/MaLFfDvQ8kvo7GYo7;-16.368594°;-71.523965°;7;0;1;0;0;0;0;A
11;AGOSTO;2013;INDEPENDENCIA ZONA A I;ALTO SELVA ALEGRE;1.78.7;https://goo.gl/maps/i7LitkAPJzuwCARi8;-16.372283°;-71.527896°;7;0;0;0;0;0;0;A
