N°_PERRO;MES_FOTO;ANHO_FOTO;ZONA;DISTRITO;CODIGO_PERRO;VINCULO;LATITUD ;LONGITUD;BUSCADOR;DUPLICADO_BUSCADOR;DUPLICADO_ZONA;DUPLICADO_ENTRE_ZONAS;FUERA_FECHA;DENTRO_CASA;FUERA_ZONA;BUSQUEDA
5;SEPTIEMBRE;2013;ALTO HUARANGAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/RBfLwPB2CFDZhUSn7;;;11;;;;;;;A
6;SEPTIEMBRE;2013;ALTO HUARANGAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/2Z5YoQhuQJUnz5ot5;;;11;;;;;;;A
7;SEPTIEMBRE;2013;ALTO HUARANGAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/2Z5YoQhuQJUnz5ot5;;;11;;;;;;;A
8;SEPTIEMBRE;2013;ALTO HUARANGAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/2Z5YoQhuQJUnz5ot5;;;11;;;;;;;A
9;SEPTIEMBRE;2013;ALTO HUARANGAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/fzZcdpCR1EEKbekbA;;;11;;;;;;;A
10;SEPTIEMBRE;2013;ALTO HUARANGAL;ALTO SELVA ALEGRE;;https://goo.gl/maps/yxBHE1cwcBVaoEqS6;;;11;;;;;;;A
1;SEPTIEMBRE;2013;EL ROBLE;ALTO SELVA ALEGRE;;https://goo.gl/maps/4bfjAid7khyDhKcW8;;;4;;;;;;;A
2;SEPTIEMBRE;2013;EL ROBLE;ALTO SELVA ALEGRE;;https://goo.gl/maps/yro9kGzwH8Pf2yRw6;;;4;;;;;;;A
3;SEPTIEMBRE;2013;EL ROBLE;ALTO SELVA ALEGRE;;https://goo.gl/maps/bffVLuf9fc8bFXZX8;;;4;;;;;;;A
1;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/8UVE1q6gCxhTaLLV9;;;1;;;;;;;A
2;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/8UVE1q6gCxhTaLLV9;;;1;;;;;;;A
3;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/ewWP4wtZEjXVwfxTA;;;1;;;;;;;A
4;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/PNcMcuD5HhnpQzkP8;;;1;;;;;;;A
5;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/RSTbtvDzn1VEzQis7;;;1;;;;;;;A
6;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/gaSZpR9j8XZJyqv89;;;1;;;;;;;A
7;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/bopyaXrvqLPTRgpk6;;;1;;;;;;;A
8;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/6Vrn7o2Xfb5ASQZr5;;;1;;;;;;;A
9;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/6Vrn7o2Xfb5ASQZr5;;;1;;;;;;;A
10;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/yn9gqCTJo8fTGJuP7;;;1;;;;;;;A
11;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/6gFMZkNHGxUruTQc9;;;1;;;;;;;A
12;SEPTIEMBRE;2013;SAN LUIS ZONA C;ALTO SELVA ALEGRE;;https://goo.gl/maps/n8KtWoAu2VSaXP4NA;;;1;;;;;;;A
1;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.1;https://goo.gl/maps/bkA5Npcd5aS9pp9V6;;;1;0;1;0;0;0;0;A
2;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.2;https://goo.gl/maps/jo2PDZ5ihCRMvCD97;;;1;0;1;0;0;0;0;A
3;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.3;https://goo.gl/maps/y4mhwr2nP4YyoYM68;;;1;0;1;0;0;0;0;A
4;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.4;https://goo.gl/maps/brkYB4fqcnmELFow8;;;1;0;1;0;0;0;0;A
5;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.5;https://goo.gl/maps/7JzAh1QbZCVj6NZY7;;;1;0;1;0;0;0;0;A
6;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.6;https://goo.gl/maps/DZ6QTFWrZ1RKWovP6;;;1;0;1;0;0;0;0;A
7;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.7;https://goo.gl/maps/GdrV7oczLKWFSBgi6;;;1;0;1;0;0;0;0;A
8;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.8;https://goo.gl/maps/krkuPVuNemBkSM5D9;;;1;0;1;0;0;0;0;A
9;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.9;https://goo.gl/maps/5kSBR93ypH83Chii9;;;1;0;1;0;0;0;0;A
10;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.10;https://goo.gl/maps/rw8cAUqfLTrrGr7Y7;;;1;0;1;0;0;0;0;A
11;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.11;https://goo.gl/maps/iPavnTQCB7n4x2VbA;;;1;0;1;0;0;0;0;A
12;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.12;https://goo.gl/maps/PPEBpSXB75YtjbXK9;;;1;0;1;0;0;0;0;A
13;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.13;https://goo.gl/maps/uAf8JQYQmY5sN6dM9;;;1;0;1;0;0;0;0;A
14;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.14;https://goo.gl/maps/eXowtxby6v4kLcp56;;;1;0;1;0;0;0;0;A
15;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.15;https://goo.gl/maps/P21KUYQu6MJDibTNA;;;1;0;1;0;0;0;0;A
16;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.16;https://goo.gl/maps/5CyH4Y6mm5uyZEaTA;;;1;0;1;0;0;0;0;A
17;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.17;https://goo.gl/maps/XSmcgRkRaeDKFa5y6;;;1;0;1;0;0;0;0;A
18;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.18;https://goo.gl/maps/8bGQwzgZpPj8QuwR9;;;1;0;1;0;0;0;0;A
19;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.19;https://goo.gl/maps/Exi6KJPLNfXqAfjr5;;;1;0;1;0;0;0;0;A
20;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.20;https://goo.gl/maps/hPVBuYSqJwB1TKP39;;;1;0;1;0;0;0;0;A
21;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.21;https://goo.gl/maps/xU9PZgTSL18KJcNu6;;;1;0;1;0;0;0;0;A
22;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.22;https://goo.gl/maps/3XB5xxEhVPUjRP2x7;;;1;0;1;0;0;0;0;A
23;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.23;https://goo.gl/maps/N1SfPepHRhSgrZ3b7;;;1;0;1;0;0;0;0;A
24;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.24;https://goo.gl/maps/tfueAiwjEiFEfG7C7;;;1;0;1;0;0;0;0;A
25;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.25;https://goo.gl/maps/6kGWptoNBLnUBXMn7;;;1;0;1;0;0;0;0;A
26;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.26;https://goo.gl/maps/96UEsK39xu5xtD6c7;;;1;0;1;0;0;0;0;A
27;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;;https://goo.gl/maps/VEEx4nLkQJe2n1st9;;;1;1;0;0;0;0;0;A
28;SEPTIEMBRE;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.27;https://goo.gl/maps/Zzb6NdJEN7s8hFGC6;;;1;0;1;0;0;0;0;A
29;AGOSTO;2013;VILLA CONFRATERNIDAD ZONA B III MARGEN DERECHO;ALTO SELVA ALEGRE;1.95.28;https://goo.gl/maps/TatWnBNnEw822ajR6;;;1;0;1;0;0;0;0;A
1;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.1;https://goo.gl/maps/RmDtuZPbvAULqNBq8;;;2;0;0;0;0;0;0;A
2;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.2;https://goo.gl/maps/4tUPcj3KTDYLSQPP8;;;2;0;0;0;0;0;0;A
3;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.3;https://goo.gl/maps/e6X4b4mRLcBXtCcf7;;;2;0;0;0;0;0;0;A
4;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.4;https://goo.gl/maps/CN63Ab1ZW9vDhP2x5;;;2;0;1;0;0;0;0;A
5;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.5;https://goo.gl/maps/xktHjx7iarkWLshVA;;;2;0;0;0;0;0;0;A
6;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.6;https://goo.gl/maps/nERPR72zhpJ8TJa16;;;2;0;0;0;0;0;0;A
7;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.7;https://goo.gl/maps/FEf1Zt2nbHxnmJRQ7;;;2;0;1;0;0;0;0;A
8;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.8;https://goo.gl/maps/gnEfhjeRk4SGpH4R8;;;2;0;1;0;0;0;0;A
9;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.9;https://goo.gl/maps/JNk5A73Qj29d6bb56;;;2;0;1;0;0;0;0;A
10;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.10;https://goo.gl/maps/YYqZmqtH7iNH8GSZA;;;2;0;1;0;0;0;0;A
11;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.11;https://goo.gl/maps/YNWjrj9Z2rRQkofYA;;;2;0;0;0;0;0;0;A
12;SEPTIEMBRE;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.12;https://goo.gl/maps/szW2H5kphNy5BA2CA;;;2;0;0;0;0;0;0;A
13;AGOSTO;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.13;https://goo.gl/maps/C99ggCYbdDSgoBLX6;;;2;0;1;0;0;0;0;A
14;AGOSTO;2013;AMPLIACION VILLA ECOLOGICA ZONA C;ALTO SELVA ALEGRE;1.96.14;https://goo.gl/maps/MFkNJ3WST55KzfPo9;;;2;;;;;;;A
1;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.95.28;https://goo.gl/maps/nmAgscpwST63dXFe8;;;2;;;;;;;A
2;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.97.5;https://goo.gl/maps/6SwUSZbaGA2s1Xaw7;;;2;;;;;;;A
3;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.97.6;https://goo.gl/maps/G6BcNsfmhh1KrSSQ6;;;2;;;;;;;A
4;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.97.3;https://goo.gl/maps/f6Qfe7YMANagEjEV8;;;2;;;;;;;A
5;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.97.4;https://goo.gl/maps/Z3Y11mD9ax5oLM2V8;;;2;;;;;;;A
6;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.97.16;https://goo.gl/maps/biVku6HxyJDksYww9;;;2;;;;;;;A
7;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.97.8;https://goo.gl/maps/yyvcanAHnjtGJt8Q7;;;2;;;;;;;A
8;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.1;https://goo.gl/maps/u2wfBWnM8eFyg6Hf8;;;2;;;;;;;A
9;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.2;https://goo.gl/maps/ahctCedQK1mcWdML9;;;2;;;;;;;A
10;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.3;https://goo.gl/maps/WMUr1nWq8uNHTv9W9;;;2;;;;;;;A
11;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.4;https://goo.gl/maps/a5JTDDQruQ2X1scU9;;;2;;;;;;;A
12;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.5;https://goo.gl/maps/zZ2pJGFzcW5Qd36d6;;;2;;;;;;;A
13;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.6;https://goo.gl/maps/hxppHqTaBTqvwJ3D9;;;2;;;;;;;A
14;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.7;https://goo.gl/maps/4Lae3sMepXmvzHzZ8;;;2;;;;;;;A
15;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.8;https://goo.gl/maps/awr6zXQFm2SVQB9h6;;;2;;;;;;;A
16;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.9;https://goo.gl/maps/RQNWYVUw5j5BybJM9;;;2;;;;;;;A
17;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.10;https://goo.gl/maps/yt17eFsg4X8Jo9Hv8;;;2;;;;;;;A
18;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.11;https://goo.gl/maps/3oXJeU698KBLwZd28;;;2;;;;;;;A
19;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.12;https://goo.gl/maps/LJFK4itYtbZQwggx8;;;2;;;;;;;A
20;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.13;https://goo.gl/maps/pw2MvYLJLiC7AYvv9;;;2;;;;;;;A
21;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.14;https://goo.gl/maps/YNSKsd24a7WZ1k3U7;;;2;;;;;;;A
22;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.15;https://goo.gl/maps/QZEFwNgXh3yTqUSGA;;;2;;;;;;;A
23;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;;https://goo.gl/maps/4Vp5PF17RgA8RCBh8;;;2;1;0;0;0;0;0;A
24;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;;https://goo.gl/maps/XtiuGmxYeUTqBCeu7;;;2;0;0;0;0;0;1;A
25;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.16;https://goo.gl/maps/7tVDsrcMj9TB5q2J8;;;2;;;;;;;A
26;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.17;https://goo.gl/maps/oa5Zda1erobTyaPQ6;;;2;;;;;;;A
27;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.18;https://goo.gl/maps/R2mC9EqNuzorNEyn9;;;2;;;;;;;A
28;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;;https://goo.gl/maps/an3Cb9v53PR77dPr6;;;2;1;0;0;0;0;0;A
29;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;;https://goo.gl/maps/WoKyunRqBAHYifhDA;;;2;0;0;0;0;0;1;A
30;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.19;https://goo.gl/maps/TzSn93GTdqaAEVSB7;;;2;;;;;;;A
31;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.20;https://goo.gl/maps/EPEndPnTb56n2Z2AA;;;2;;;;;;;A
32;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.21;https://goo.gl/maps/pJFWphicoFdHs6gm7;;;2;;;;;;;A
33;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.22;https://goo.gl/maps/vmauDc53NWXBBkaz9;;;2;;;;;;;A
34;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.23;https://goo.gl/maps/BnNvkUFCv2ct1ogz9;;;2;;;;;;;A
35;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.24;https://goo.gl/maps/LKtrKFfaLG7KU9vWA;;;2;;;;;;;A
36;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;;https://goo.gl/maps/QcSx64ZW4H4JpeYF7;;;2;0;0;0;0;0;1;A
37;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.25;https://goo.gl/maps/mD43c2obvRHoHeqt7;;;2;;;;;;;A
38;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.26;https://goo.gl/maps/JL5vZqoiqYT9EpJM9;;;2;;;;;;;A
39;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;;https://goo.gl/maps/pjVnVdyujV7XRBuc8;;;2;0;0;0;0;1;0;A
40;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.27;https://goo.gl/maps/KA14gXosxQJqJpJJA;;;2;;;;;;;A
41;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.28;https://goo.gl/maps/LQWDUmAiGLFd6A6S8;;;2;;;;;;;A
42;SEPTIEMBRE;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.29;https://goo.gl/maps/EMa88Ft1FcpoaeR97;;;2;;;;;;;A
43;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.30;https://goo.gl/maps/Sb33rY6Fxnmf2tdy6;;;2;;;;;;;A
44;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.31;https://goo.gl/maps/2YJ1dN9wt8vJ5K5g8;;;2;;;;;;;A
45;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.32;https://goo.gl/maps/T2DMmQjt2WRHsrXp7;;;2;;;;;;;A
46;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.33;https://goo.gl/maps/GQsZB19Yu2atcZ3u7;;;2;;;;;;;A
47;AGOSTO;2013;VILLA ECOLOGICA ZONA C II MARGEN IZQUIERDO;ALTO SELVA ALEGRE;1.98.34;https://goo.gl/maps/icbgbB4NAmEC2JXa8;;;2;;;;;;;A
1;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/AqmvDGP3xyn64JRs8;;;3;;;;;;;A
2;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/LJMfgNKKV3g7P4Vr9;;;3;;;;;;;A
3;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/CrxJedv6AhdPfHjM6;;;3;;;;;;;A
4;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/3XxGChAwZ9xdVXHy7;;;3;;;;;;;A
5;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/JUqVDRhZdAn2ctJbA;;;3;;;;;;;A
6;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/v3oEAWZT4uJeDU32A;;;3;;;;;;;A
7;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/rwBBwLGuiL2WVHwz6;;;3;;;;;;;A
8;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/Qnfb4HoLUmYBuWjG7;;;3;;;;;;;A
9;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/jtrmB9Cnz3g8HzGH9;;;3;;;;;;;A
10;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/Vw8koga963MhFBy3A;;;3;;;;;;;A
11;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/UtJD66rnEdsdEfby7;;;3;;;;;;;A
12;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/5tEA9wGTwbkUm8zK8;;;3;;;;;;;A
13;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/rwCTtngmR3mtThj19;;;3;;;;;;;A
14;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/vRQ7vBvJPuixbxs79;;;3;;;;;;;A
15;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/c6ypyrLW2g9gBcJTA;;;3;;;;;;;A
16;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/KwdQFjSYcUKXwzxG8;;;3;;;;;;;A
17;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/df4gLszwfCdJVNFt6;;;3;;;;;;;A
18;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/HKVWeLxk9qDnSqGYA;;;3;;;;;;;A
19;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/AgheKF5HK9MvgbTm7;;;3;;;;;;;A
20;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/BKgQ3auNkEvsTmrb7;;;3;;;;;;;A
21;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/ydReo4ZUHcEQRcgX6;;;3;;;;;;;A
22;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/9C8Qr2vC4SyfB3xu5;;;3;;;;;;;A
23;SEPTIEMBRE;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/BzZft6UtQNMcjFXQ8;;;3;;;;;;;A
24;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/PndFLkGuduKqEBX97;;;3;;;;;;;A
25;AGOSTO;2013;INDEPENDENCIA ZONA B;ALTO SELVA ALEGRE;;https://goo.gl/maps/g1FazFCxaRn13Y8K9;;;3;;;;;;;A
